timestamp,total_water_consumption,airTemperature,dewTemperature,precipDepth1HR,precipDepth6HR,windSpeed
2016-01-02 13:00:00,5625.4978,20.6,11.7,0.0,,3.1
2016-01-02 14:00:00,5110.682000000001,22.2,12.8,0.0,,3.1
2016-01-02 15:00:00,7419.7821,22.8,13.9,0.0,,3.1
2016-01-02 16:00:00,6844.399800000001,21.1,13.9,0.0,,5.1
2016-01-02 17:00:00,8887.7641,20.0,13.9,0.0,,4.1
2016-01-02 18:00:00,5919.6242,18.9,13.9,0.0,,4.6
2016-01-02 19:00:00,6094.8886,17.8,13.9,0.0,,5.1
2016-01-02 20:00:00,7267.987200000001,16.7,12.8,0.0,,6.7
2016-01-02 21:00:00,8138.6315,16.7,12.8,0.0,,4.1
2016-01-02 22:00:00,5186.011699999999,16.1,12.8,0.0,,4.1
2016-01-02 23:00:00,5110.3035,16.7,12.8,0.0,,5.1
2016-01-03 00:00:00,5474.8385,15.6,12.8,-1.0,,5.1
2016-01-03 01:00:00,3277.0294000000004,15.6,13.3,-1.0,-1.0,8.2
2016-01-03 02:00:00,3948.5612000000006,15.0,12.2,0.0,,6.2
2016-01-03 03:00:00,3299.3634,15.0,12.2,0.0,,6.7
2016-01-03 04:00:00,1968.4132,15.0,12.2,0.0,,5.1
2016-01-03 05:00:00,2687.6411000000003,14.4,11.7,0.0,,4.6
2016-01-03 06:00:00,3217.5985,14.4,12.2,0.0,,4.1
2016-01-03 07:00:00,2460.5165,14.4,12.2,0.0,,4.6
2016-01-03 08:00:00,2081.9755,14.4,12.2,-1.0,,6.7
2016-01-03 09:00:00,3558.2853999999998,13.3,11.7,-1.0,,6.7
2016-01-03 10:00:00,4731.7625,13.3,11.7,3.0,,5.1
2016-01-03 11:00:00,5728.8395,13.3,12.2,-1.0,,5.1
2016-01-03 12:00:00,6052.1135,13.3,12.2,0.0,,4.6
2016-01-03 13:00:00,7949.739500000001,14.4,12.8,0.0,3.0,4.1
2016-01-03 14:00:00,7230.1331,15.0,12.8,-1.0,,2.1
2016-01-03 15:00:00,6927.300300000001,14.4,12.8,3.0,,3.1
2016-01-03 16:00:00,8668.5889,14.4,13.3,5.0,,3.6
2016-01-03 17:00:00,7003.008500000001,13.9,12.2,-1.0,,5.1
2016-01-03 18:00:00,8176.485600000001,12.8,11.7,8.0,,4.1
2016-01-03 19:00:00,7116.5707999999995,12.2,11.1,8.0,20.0,4.6
2016-01-03 20:00:00,6208.0724,11.7,11.1,8.0,,4.6
2016-01-03 21:00:00,6056.656,11.1,10.0,-1.0,,4.1
2016-01-03 22:00:00,5223.8658,11.1,10.0,2.0,,4.1
2016-01-03 23:00:00,6014.6379,9.4,7.2,-1.0,,3.6
2016-01-04 00:00:00,4353.6,10.6,7.8,0.0,,2.6
2016-01-04 01:00:00,4399.025,10.0,8.3,0.0,10.0,2.6
2016-01-04 02:00:00,4126.0969000000005,10.0,7.8,0.0,,5.1
2016-01-04 03:00:00,3974.6805000000004,10.6,7.8,0.0,,3.6
2016-01-04 04:00:00,3785.4100000000003,10.6,6.7,0.0,,4.1
2016-01-04 05:00:00,2530.9251000000004,10.0,4.4,0.0,,5.7
2016-01-04 06:00:00,3974.6805,10.0,4.4,0.0,,3.1
2016-01-04 07:00:00,3974.6805000000004,9.4,4.4,0.0,,5.1
2016-01-04 08:00:00,9426.0494,8.9,3.9,0.0,,4.1
2016-01-04 09:00:00,12957.837000000001,11.1,2.2,0.0,,4.6
2016-01-04 10:00:00,19911.2566,13.3,2.2,0.0,,6.2
2016-01-04 11:00:00,25854.3503,15.6,1.1,0.0,,3.6
2016-01-04 12:00:00,29715.468500000003,15.6,-0.6,0.0,,4.1
2016-01-04 13:00:00,25140.422000000002,17.2,-1.7,0.0,,5.1
2016-01-04 14:00:00,24454.505600000004,17.8,-0.6,0.0,,4.6
2016-01-04 15:00:00,22712.838499999998,17.8,-1.7,0.0,,5.7
2016-01-04 16:00:00,23817.042600000004,17.8,-0.6,0.0,,5.7
2016-01-04 17:00:00,15747.3056,17.8,-1.1,0.0,,3.6
2016-01-04 18:00:00,14152.890899999999,14.4,2.2,0.0,,2.6
2016-01-04 19:00:00,9795.505500000001,13.3,3.9,0.0,,4.6
2016-01-04 20:00:00,10134.299700000001,13.3,4.4,0.0,,7.7
2016-01-04 21:00:00,8933.5676,12.2,6.1,0.0,,5.1
2016-01-04 22:00:00,6965.1544,11.1,6.7,0.0,,4.1
2016-01-04 23:00:00,6504.8485,11.7,6.1,0.0,,5.7
2016-01-05 00:00:00,5375.2822,10.6,6.1,0.0,,4.1
2016-01-05 01:00:00,6379.5515,10.0,6.1,0.0,,4.1
2016-01-05 02:00:00,4542.492,10.6,6.1,0.0,,4.6
2016-01-05 03:00:00,3627.9369,10.6,6.7,0.0,,5.1
2016-01-05 04:00:00,3861.1182,10.0,6.7,0.0,,4.6
2016-01-05 05:00:00,2574.0788000000002,10.6,6.7,0.0,,4.6
2016-01-05 06:00:00,3537.8442,11.1,6.7,0.0,,5.1
2016-01-05 07:00:00,5899.1829,11.7,7.8,0.0,,7.2
2016-01-05 08:00:00,12273.813400000001,12.2,7.8,0.0,,6.7
2016-01-05 09:00:00,13064.964100000001,13.9,7.8,0.0,,8.8
2016-01-05 10:00:00,22068.940300000002,15.6,8.9,0.0,,5.7
2016-01-05 11:00:00,21506.806900000007,18.9,9.4,0.0,,8.8
2016-01-05 12:00:00,26346.4536,19.4,8.3,0.0,,8.8
2016-01-05 13:00:00,27939.354100000004,20.0,7.8,0.0,,7.7
2016-01-05 14:00:00,29271.818400000004,20.0,5.6,0.0,,6.7
2016-01-05 15:00:00,25518.5844,18.9,8.9,0.0,,7.7
2016-01-05 16:00:00,30175.3958,17.8,7.8,0.0,,8.8
2016-01-05 17:00:00,23885.937100000003,17.2,8.3,0.0,,7.2
2016-01-05 18:00:00,15926.355500000001,16.7,8.9,0.0,,6.7
2016-01-05 19:00:00,13091.4619,16.1,9.4,0.0,,6.2
2016-01-05 20:00:00,11403.169100000001,16.1,9.4,0.0,,5.7
2016-01-05 21:00:00,8630.734800000002,15.6,10.0,0.0,,6.2
2016-01-05 22:00:00,7532.9659,15.0,10.6,0.0,,4.6
2016-01-05 23:00:00,8002.7353,13.9,10.0,0.0,,4.6
2016-01-06 00:00:00,5689.4712,13.9,10.0,0.0,,5.7
2016-01-06 01:00:00,6548.7593,13.3,11.7,0.0,,4.6
2016-01-06 02:00:00,6170.2183,13.3,11.7,0.0,,4.1
2016-01-06 03:00:00,3939.4762000000005,13.9,12.2,0.0,,5.7
2016-01-06 04:00:00,2821.6445999999996,13.9,11.7,0.0,,3.1
2016-01-06 05:00:00,4050.3887,13.3,11.7,0.0,,5.1
2016-01-06 06:00:00,3369.0149,13.9,12.8,-1.0,,3.6
2016-01-06 07:00:00,6493.870800000001,14.4,13.3,-1.0,-1.0,5.7
2016-01-06 08:00:00,9731.9106,14.4,13.3,-1.0,,4.6
2016-01-06 09:00:00,17942.8434,12.8,11.7,3.0,,4.6
2016-01-06 10:00:00,19305.591,13.9,12.8,3.0,,4.6
2016-01-06 11:00:00,23696.666599999997,15.0,13.3,-1.0,,4.6
2016-01-06 12:00:00,25627.2257,17.2,14.4,0.0,,6.2
2016-01-06 13:00:00,29026.523899999997,19.4,15.6,-1.0,5.0,5.7
2016-01-06 14:00:00,26805.623800000005,20.0,15.6,0.0,,6.2
2016-01-06 15:00:00,23287.8423,21.1,13.9,-1.0,,7.2
2016-01-06 16:00:00,27715.257900000004,18.9,15.0,-1.0,,8.2
2016-01-06 17:00:00,21274.004200000003,17.2,13.9,0.0,,6.2
2016-01-06 18:00:00,14990.2236,16.1,14.4,-1.0,,6.7
2016-01-06 19:00:00,18927.05,15.6,13.9,0.0,0.0,6.7
2016-01-06 20:00:00,13589.621899999998,15.6,13.3,0.0,,7.7
2016-01-06 21:00:00,12410.4666,15.0,13.3,0.0,,6.7
2016-01-06 22:00:00,10486.7213,14.4,13.3,0.0,,5.1
2016-01-06 23:00:00,8290.047900000001,14.4,13.3,0.0,,5.1
2016-01-07 00:00:00,9236.4004,14.4,13.3,0.0,,4.6
2016-01-07 01:00:00,4391.0756,14.4,13.3,0.0,,4.1
2016-01-07 02:00:00,4731.7625,14.4,13.3,0.0,,4.1
2016-01-07 03:00:00,2611.9329000000002,13.9,13.3,0.0,,4.1
2016-01-07 04:00:00,3974.6804999999995,13.9,13.3,0.0,,3.6
2016-01-07 05:00:00,3245.9891,13.9,13.3,0.0,,3.6
2016-01-07 06:00:00,2819.3734,14.4,13.9,0.0,,4.1
2016-01-07 07:00:00,4565.2045,14.4,13.9,-1.0,-1.0,3.6
2016-01-07 08:00:00,9568.7594,14.4,13.9,-1.0,,4.6
2016-01-07 09:00:00,17072.1991,15.0,13.9,-1.0,,4.6
2016-01-07 10:00:00,20499.5093,15.0,13.9,-1.0,,4.1
2016-01-07 11:00:00,22447.481300000003,17.2,13.9,0.0,,2.6
2016-01-07 12:00:00,31229.632500000003,18.3,14.4,0.0,,2.6
2016-01-07 13:00:00,29381.595300000004,19.4,15.0,0.0,-1.0,4.6
2016-01-07 14:00:00,29378.945600000003,21.1,15.6,0.0,,2.1
2016-01-07 15:00:00,25740.788,22.8,15.6,0.0,,1.5
2016-01-07 16:00:00,25816.8747,22.2,15.0,0.0,,2.6
2016-01-07 17:00:00,22489.8779,21.1,15.0,0.0,,2.6
2016-01-07 18:00:00,16655.804,20.6,14.4,0.0,,2.1
2016-01-07 19:00:00,13703.184200000002,19.4,15.0,0.0,,2.6
2016-01-07 20:00:00,12037.603800000003,17.8,15.6,0.0,,3.1
2016-01-07 21:00:00,12189.0202,16.7,15.0,0.0,,3.1
2016-01-07 22:00:00,10359.153,16.1,15.0,0.0,,3.6
2016-01-07 23:00:00,8628.463600000001,15.6,15.0,0.0,,2.6
2016-01-08 00:00:00,8592.8807,15.6,15.0,0.0,,2.1
2016-01-08 01:00:00,5980.9478,15.6,15.0,0.0,,2.6
2016-01-08 02:00:00,5715.9691,15.6,15.0,0.0,,2.1
2016-01-08 03:00:00,4580.3461,15.6,15.6,-1.0,,0.0
2016-01-08 04:00:00,3194.1290000000004,15.6,15.0,-1.0,,0.0
2016-01-08 05:00:00,3482.5772,15.6,15.6,-1.0,,0.0
2016-01-08 06:00:00,4477.7615000000005,15.6,15.0,10.0,,3.1
2016-01-08 07:00:00,7558.328100000001,15.6,15.6,8.0,20.0,2.1
2016-01-08 08:00:00,13519.591800000002,16.1,15.6,5.0,,2.6
2016-01-08 09:00:00,16469.1833,16.7,16.1,-1.0,,3.6
2016-01-08 10:00:00,21652.9237,17.2,16.1,3.0,,2.6
2016-01-08 11:00:00,27570.655200000005,17.8,16.1,-1.0,,0.0
2016-01-08 12:00:00,29740.4522,17.8,16.7,20.0,,0.0
2016-01-08 13:00:00,31153.9243,18.3,17.2,33.0,60.0,4.1
2016-01-08 14:00:00,34415.812099999996,20.0,17.8,-1.0,,2.1
2016-01-08 15:00:00,25059.414200000003,20.6,17.8,0.0,,0.0
2016-01-08 16:00:00,27747.0553,22.2,18.3,0.0,,1.5
2016-01-08 17:00:00,26008.416500000003,21.7,18.3,0.0,,1.5
2016-01-08 18:00:00,17036.9948,20.6,17.8,0.0,,2.1
2016-01-08 19:00:00,13932.201500000001,19.4,17.8,0.0,3.0,4.6
2016-01-08 20:00:00,13816.7465,18.3,17.2,0.0,,4.1
2016-01-08 21:00:00,12226.874300000001,17.2,16.1,0.0,,4.6
2016-01-08 22:00:00,13059.6645,16.7,15.6,0.0,,3.1
2016-01-08 23:00:00,11659.0628,16.1,15.0,0.0,,2.1
2016-01-09 00:00:00,9783.013600000002,15.0,14.4,0.0,,2.1
2016-01-09 01:00:00,11970.2235,15.0,14.4,0.0,,2.1
2016-01-09 02:00:00,9660.7449,14.4,13.9,0.0,,2.1
2016-01-09 03:00:00,7192.279000000001,14.4,13.9,0.0,,2.1
2016-01-09 04:00:00,5245.8212,15.0,15.0,0.0,,3.1
2016-01-09 05:00:00,5204.9388,15.0,14.4,0.0,,3.1
2016-01-09 06:00:00,4782.487,15.0,15.0,0.0,,2.6
2016-01-09 07:00:00,5148.1576000000005,15.0,15.0,0.0,,3.1
2016-01-09 08:00:00,7267.9872,15.6,15.0,0.0,,2.6
2016-01-09 09:00:00,13248.935,15.6,15.6,0.0,,0.0
2016-01-09 10:00:00,14384.557999999999,16.1,16.1,0.0,,0.0
2016-01-09 11:00:00,19447.9224,16.7,16.7,0.0,,0.0
2016-01-09 12:00:00,25269.883,18.9,17.2,0.0,,0.0
2016-01-09 13:00:00,25573.0943,20.0,17.2,0.0,,3.1
2016-01-09 14:00:00,23936.6616,21.7,17.8,0.0,,3.6
2016-01-09 15:00:00,23166.709200000005,21.1,17.8,0.0,,2.1
2016-01-09 16:00:00,24453.748600000003,21.7,17.8,0.0,,3.6
2016-01-09 17:00:00,24756.581400000003,21.7,17.8,0.0,,0.0
2016-01-09 18:00:00,24567.3109,20.6,17.8,3.0,,0.0
2016-01-09 19:00:00,25740.788,19.4,18.9,38.0,40.0,1.5
2016-01-09 20:00:00,23999.499400000004,19.4,17.8,13.0,,3.6
2016-01-09 21:00:00,27519.930699999997,19.4,18.9,3.0,,2.1
2016-01-09 22:00:00,24605.165000000005,18.9,18.3,-1.0,,2.6
2016-01-09 23:00:00,19986.964799999998,18.3,17.8,0.0,,2.6
2016-01-10 00:00:00,20512.758200000004,17.8,17.2,0.0,,2.6
2016-01-10 01:00:00,18699.925400000004,18.3,17.8,0.0,20.0,3.1
2016-01-10 02:00:00,15603.0814,19.4,18.9,0.0,,5.1
2016-01-10 03:00:00,10977.689,19.4,18.3,0.0,,4.6
2016-01-10 04:00:00,9804.2119,19.4,18.9,0.0,,3.6
2016-01-10 05:00:00,5564.5527,19.4,18.9,0.0,,3.1
2016-01-10 06:00:00,4731.7625,20.6,19.4,0.0,,4.6
2016-01-10 07:00:00,5294.653,20.6,20.0,0.0,,3.6
2016-01-10 08:00:00,8100.777400000001,20.6,20.0,0.0,,3.1
2016-01-10 09:00:00,14807.7668,21.1,18.9,0.0,,4.6
2016-01-10 10:00:00,23318.1256,21.7,17.8,0.0,,4.1
2016-01-10 11:00:00,33436.905099999996,21.1,16.7,0.0,,5.7
2016-01-10 12:00:00,36375.8974,20.0,15.6,0.0,,5.7
2016-01-10 13:00:00,39699.1088,19.4,13.3,0.0,,5.7
2016-01-10 14:00:00,33573.9369,18.9,12.2,0.0,,6.2
2016-01-10 15:00:00,34533.5383,17.8,11.7,0.0,,5.1
2016-01-10 16:00:00,34580.856,18.3,11.1,0.0,,4.6
2016-01-10 17:00:00,35114.59879999999,17.2,10.0,0.0,,4.1
2016-01-10 18:00:00,35242.1671,15.6,9.4,0.0,,4.6
2016-01-10 19:00:00,41185.260800000004,14.4,9.4,0.0,,4.6
2016-01-10 20:00:00,39519.6804,13.9,8.9,0.0,,6.2
2016-01-10 21:00:00,45235.6495,13.3,8.9,0.0,,5.1
2016-01-10 22:00:00,46711.95939999999,12.8,8.9,0.0,,4.1
2016-01-10 23:00:00,46333.41840000001,12.8,8.9,0.0,,5.1
2016-01-11 00:00:00,40731.0116,12.2,8.3,0.0,,3.6
2016-01-11 01:00:00,33235.89980000001,11.7,6.7,0.0,,5.7
2016-01-11 02:00:00,17677.864700000002,11.1,7.2,0.0,,5.7
2016-01-11 03:00:00,8138.6314999999995,10.6,6.7,0.0,,5.1
2016-01-11 04:00:00,5780.6996,9.4,3.3,0.0,,5.1
2016-01-11 05:00:00,6359.4888,8.3,3.3,0.0,,4.1
2016-01-11 06:00:00,10454.545300000002,7.2,3.9,0.0,,2.6
2016-01-11 07:00:00,17098.318400000004,6.7,3.3,0.0,,4.6
2016-01-11 08:00:00,45000.57549999999,6.7,3.3,0.0,,3.6
2016-01-11 09:00:00,83634.84850000001,7.8,2.8,0.0,,4.6
2016-01-11 10:00:00,96609.3413,8.9,1.7,0.0,,3.1
2016-01-11 11:00:00,84446.06189999999,10.6,2.8,0.0,,1.5
2016-01-11 12:00:00,76919.5312,11.7,1.7,0.0,,2.6
2016-01-11 13:00:00,69354.0108,12.8,1.1,0.0,,4.1
2016-01-11 14:00:00,61475.0584,14.4,1.1,0.0,,4.1
2016-01-11 15:00:00,67758.839,15.0,1.1,0.0,,2.6
2016-01-11 16:00:00,64502.250799999994,15.6,1.7,0.0,,2.1
2016-01-11 17:00:00,67735.748,15.0,1.7,0.0,,3.1
2016-01-11 18:00:00,75053.3241,12.8,2.8,0.0,,4.6
2016-01-11 19:00:00,53597.62019999999,11.1,2.2,0.0,,3.6
2016-01-11 20:00:00,64413.2936,10.0,5.0,0.0,,3.6
2016-01-11 21:00:00,54427.00349999999,8.9,3.9,0.0,,3.6
2016-01-11 22:00:00,50808.9086,7.8,3.9,0.0,,2.6
2016-01-11 23:00:00,58631.8369,7.8,3.9,0.0,,0.0
2016-01-12 00:00:00,43853.9749,6.1,3.3,0.0,,2.6
2016-01-12 01:00:00,36380.061299999994,5.6,3.3,0.0,,2.6
2016-01-12 02:00:00,22561.043600000005,6.1,3.9,0.0,,3.1
2016-01-12 03:00:00,11472.0635,5.0,2.8,0.0,,2.6
2016-01-12 04:00:00,6662.321600000001,5.6,2.8,0.0,,3.1
2016-01-12 05:00:00,6177.4106,5.6,2.8,0.0,,3.1
2016-01-12 06:00:00,7493.2191,6.1,2.8,0.0,,2.6
2016-01-12 07:00:00,20649.4116,6.1,2.2,0.0,,3.1
2016-01-12 08:00:00,47855.1532,6.1,2.2,0.0,,2.6
2016-01-12 09:00:00,83477.75399999999,9.4,3.3,0.0,,3.1
2016-01-12 10:00:00,82677.89689999999,12.2,3.9,0.0,,5.7
2016-01-12 11:00:00,83354.72819999998,14.4,1.7,0.0,,2.6
2016-01-12 12:00:00,78130.86239999998,16.7,-1.1,0.0,,3.1
2016-01-12 13:00:00,81587.69879999998,17.8,-2.2,0.0,,4.1
2016-01-12 14:00:00,74269.74419999999,18.9,-3.9,0.0,,4.1
2016-01-12 15:00:00,69651.544,19.4,-3.3,0.0,,3.6
2016-01-12 16:00:00,70304.5272,18.3,-4.4,0.0,,4.6
2016-01-12 17:00:00,73708.7464,16.7,-4.4,0.0,,3.1
2016-01-12 18:00:00,70586.1617,15.0,-2.8,0.0,,2.6
2016-01-12 19:00:00,61893.72469999999,13.3,-3.3,0.0,,3.1
2016-01-12 20:00:00,63614.1936,11.1,0.0,0.0,,3.1
2016-01-12 21:00:00,56647.1465,11.7,1.1,0.0,,2.6
2016-01-12 22:00:00,59140.974599999994,10.6,1.1,0.0,,3.1
2016-01-12 23:00:00,56317.815800000004,10.6,0.6,0.0,,3.1
2016-01-13 00:00:00,48360.50549999999,10.0,1.1,0.0,,0.0
2016-01-13 01:00:00,34226.1631,8.9,2.2,0.0,,2.6
2016-01-13 02:00:00,22712.460000000003,8.3,2.2,0.0,,2.1
2016-01-13 03:00:00,10485.5857,9.4,3.3,0.0,,3.6
2016-01-13 04:00:00,5905.2396,9.4,1.1,0.0,,3.6
2016-01-13 05:00:00,6700.1757,8.9,-0.6,0.0,,4.1
2016-01-13 06:00:00,8067.844300000001,8.9,-1.1,0.0,,4.1
2016-01-13 07:00:00,16736.0547,8.3,-0.6,0.0,,2.1
2016-01-13 08:00:00,39282.7137,8.9,0.6,0.0,,3.1
2016-01-13 09:00:00,74522.98809999999,10.6,0.6,0.0,,4.1
2016-01-13 10:00:00,90063.2318,13.9,-0.6,0.0,,4.6
2016-01-13 11:00:00,90305.8766,15.6,-1.1,0.0,,6.2
2016-01-13 12:00:00,83922.5397,15.0,-1.1,0.0,,5.1
2016-01-13 13:00:00,77400.6568,15.0,0.0,0.0,,4.1
2016-01-13 14:00:00,58938.8337,15.6,0.6,0.0,,2.1
2016-01-13 15:00:00,69954.3768,15.6,1.1,0.0,,4.1
2016-01-13 16:00:00,75257.73619999998,15.0,0.6,0.0,,2.6
2016-01-13 17:00:00,70521.43119999999,14.4,1.1,0.0,,3.1
2016-01-13 18:00:00,72578.04449999999,12.8,2.8,0.0,,3.1
2016-01-13 19:00:00,64401.558899999996,12.2,3.3,0.0,,4.1
2016-01-13 20:00:00,67827.35489999999,11.7,3.3,0.0,,3.6
2016-01-13 21:00:00,59706.1363,11.1,3.9,0.0,,3.1
2016-01-13 22:00:00,54526.9383,10.6,4.4,0.0,,2.6
2016-01-13 23:00:00,53111.19500000001,10.6,5.0,0.0,,1.5
2016-01-14 00:00:00,48466.11840000001,10.0,5.0,0.0,,3.1
2016-01-14 01:00:00,36732.1045,8.9,5.0,0.0,,2.1
2016-01-14 02:00:00,23620.9584,8.9,5.6,0.0,,2.6
2016-01-14 03:00:00,14006.017,8.3,5.0,0.0,,2.6
2016-01-14 04:00:00,8291.9406,8.3,4.4,0.0,,3.1
2016-01-14 05:00:00,8592.8807,8.9,4.4,0.0,,2.6
2016-01-14 06:00:00,9918.5313,8.9,2.8,0.0,,3.1
2016-01-14 07:00:00,15114.763599999998,8.9,1.7,0.0,,3.1
2016-01-14 08:00:00,38239.454699999995,9.4,2.2,0.0,,3.6
2016-01-14 09:00:00,75496.59559999999,11.7,3.3,0.0,,3.6
2016-01-14 10:00:00,78837.97700000001,13.3,5.0,0.0,,4.1
2016-01-14 11:00:00,88188.6968,15.6,6.1,0.0,,3.1
2016-01-14 12:00:00,95577.43849999999,17.2,7.2,0.0,,4.6
2016-01-14 13:00:00,78055.9113,20.0,8.9,0.0,,3.6
2016-01-14 14:00:00,75481.0754,21.1,8.9,0.0,,3.6
2016-01-14 15:00:00,70900.7293,20.6,9.4,0.0,,4.1
2016-01-14 16:00:00,69134.83549999999,20.6,10.6,0.0,,4.1
2016-01-14 17:00:00,69593.2487,19.4,11.1,0.0,,3.6
2016-01-14 18:00:00,73884.76799999998,18.3,11.1,0.0,,3.6
2016-01-14 19:00:00,65803.2962,16.7,11.7,0.0,,3.6
2016-01-14 20:00:00,61392.91499999999,16.7,11.7,0.0,,3.6
2016-01-14 21:00:00,52543.00499999999,17.2,12.8,0.0,,2.1
2016-01-14 22:00:00,53199.395099999994,16.7,13.3,0.0,,2.6
2016-01-14 23:00:00,56706.95599999999,16.1,13.3,0.0,,3.1
2016-01-15 00:00:00,44376.3614,15.6,13.9,0.0,,4.1
2016-01-15 01:00:00,34719.401999999995,16.7,14.4,0.0,,2.6
2016-01-15 02:00:00,22184.016800000005,17.8,15.0,0.0,,4.6
2016-01-15 03:00:00,15181.7653,17.8,15.0,0.0,,4.6
2016-01-15 04:00:00,8592.880700000002,18.3,15.6,-1.0,,4.1
2016-01-15 05:00:00,4958.8871,17.8,16.1,-1.0,,4.1
2016-01-15 06:00:00,7427.353,17.8,17.2,10.0,,4.6
2016-01-15 07:00:00,13714.5404,18.3,17.2,-1.0,10.0,5.7
2016-01-15 08:00:00,36804.7843,17.8,17.2,-1.0,,3.1
2016-01-15 09:00:00,61263.8325,18.3,17.8,15.0,,4.1
2016-01-15 10:00:00,81393.88579999999,19.4,18.3,7.0,,9.8
2016-01-15 11:00:00,80555.03899999999,20.0,19.4,23.0,,6.7
2016-01-15 12:00:00,87776.84419999999,17.8,16.7,165.0,,5.1
2016-01-15 13:00:00,74331.06779999999,18.9,17.2,8.0,240.0,2.6
2016-01-15 14:00:00,76794.99119999999,22.8,16.1,0.0,,5.7
2016-01-15 15:00:00,70432.8526,23.9,13.9,0.0,,9.8
2016-01-15 16:00:00,66272.68699999999,23.3,13.9,0.0,,7.7
2016-01-15 17:00:00,58020.4932,22.8,12.8,0.0,,5.7
2016-01-15 18:00:00,53208.101500000004,20.6,11.7,0.0,,5.1
2016-01-15 19:00:00,43123.7693,18.9,11.7,0.0,,3.6
2016-01-15 20:00:00,41474.0876,17.8,12.2,0.0,,4.1
2016-01-15 21:00:00,41355.225699999995,17.2,12.8,0.0,,4.6
2016-01-15 22:00:00,43518.209,16.7,13.3,0.0,,3.1
2016-01-15 23:00:00,34485.0851,15.6,13.3,0.0,,2.6
2016-01-16 00:00:00,32289.547300000002,15.0,13.3,0.0,,1.5
2016-01-16 01:00:00,24567.310900000004,12.8,12.2,0.0,,1.5
2016-01-16 02:00:00,20973.442600000002,11.7,11.7,0.0,,2.1
2016-01-16 03:00:00,15522.452200000002,,,0.0,,1.5
2016-01-16 04:00:00,11091.2513,,,0.0,,1.5
2016-01-16 05:00:00,7688.5463,,,0.0,,1.5
2016-01-16 06:00:00,7684.3823,11.1,11.1,-1.0,,2.6
2016-01-16 07:00:00,8365.7561,11.7,11.1,0.0,0.0,2.6
2016-01-16 08:00:00,8441.4643,12.8,12.2,0.0,,2.1
2016-01-16 09:00:00,17149.800000000003,15.6,14.4,0.0,,3.1
2016-01-16 10:00:00,30245.804400000005,18.9,15.6,0.0,,4.1
2016-01-16 11:00:00,40732.5257,21.1,15.6,0.0,,5.1
2016-01-16 12:00:00,51084.10789999999,23.9,14.4,0.0,,5.7
2016-01-16 13:00:00,63185.3066,24.4,13.9,0.0,,6.2
